"","HINS1","HINS2","HICOV","SCHL","ENG","English","Education","Work_Insurance","Private_Insurance","Health_Insurance_Covered"
"1",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"2",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"3",0,1,1,15,2,"Well","12th Grade - no diploma","No","Yes","Yes"
"4",0,0,1,1,2,"Well","No Schooling Completed","No","No","Yes"
"5",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"6",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"7",0,0,0,9,3,"Not Well","Grade 6","No","No","No"
"8",0,0,0,12,3,"Not Well","Grade 9","No","No","No"
"9",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"10",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"11",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"12",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"14",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"15",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"16",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"17",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"18",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"19",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"20",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"21",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"22",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"23",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"24",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"25",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"26",0,0,0,17,3,"Not Well","GED or alternative credential","No","No","No"
"27",0,0,1,13,2,"Well","Grade 10","No","No","Yes"
"28",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"29",0,0,0,15,4,"Not at all","12th Grade - no diploma","No","No","No"
"30",0,0,0,11,2,"Well","Grade 8","No","No","No"
"31",1,0,1,12,4,"Not at all","Grade 9","Yes","No","Yes"
"32",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"33",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"34",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"35",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"36",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"37",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"38",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"39",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"40",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"41",1,0,1,20,2,"Well","Associate's degree","Yes","No","Yes"
"42",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"43",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"44",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"45",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"46",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"47",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"48",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"49",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"50",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"51",0,0,1,9,3,"Not Well","Grade 6","No","No","Yes"
"52",0,0,1,5,3,"Not Well","Grade 2","No","No","Yes"
"53",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"54",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"55",1,0,1,9,2,"Well","Grade 6","Yes","No","Yes"
"56",1,0,1,9,2,"Well","Grade 6","Yes","No","Yes"
"57",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"58",1,1,1,16,2,"Well","Regular high school diploma","Yes","Yes","Yes"
"59",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"60",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"61",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"62",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"63",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"64",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"65",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"66",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"67",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"68",0,0,0,11,1,"Very Well","Grade 8","No","No","No"
"69",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"70",0,0,1,10,1,"Very Well","Grade 7","No","No","Yes"
"71",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"72",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"73",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"74",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"75",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"76",0,0,1,1,2,"Well","No Schooling Completed","No","No","Yes"
"77",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"78",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"79",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"80",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"81",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"82",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"83",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"84",0,1,1,11,1,"Very Well","Grade 8","No","Yes","Yes"
"85",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"86",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"87",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"88",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"89",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"90",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"91",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"92",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"93",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"94",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"95",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"96",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"97",0,1,1,23,2,"Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"98",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"99",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"100",0,0,1,3,3,"Not Well","Kindergarten","No","No","Yes"
"101",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"102",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"103",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"104",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"105",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"106",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"107",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"108",0,0,0,15,2,"Well","12th Grade - no diploma","No","No","No"
"109",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"110",0,0,1,13,2,"Well","Grade 10","No","No","Yes"
"111",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"112",1,0,1,12,2,"Well","Grade 9","Yes","No","Yes"
"113",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"114",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"115",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"116",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"117",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"118",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"119",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"120",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"121",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"122",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"123",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"124",0,1,1,16,2,"Well","Regular high school diploma","No","Yes","Yes"
"125",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"126",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"127",0,1,1,20,1,"Very Well","Associate's degree","No","Yes","Yes"
"128",0,0,0,13,2,"Well","Grade 10","No","No","No"
"129",0,1,1,20,2,"Well","Associate's degree","No","Yes","Yes"
"130",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"131",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"132",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"133",0,0,0,15,1,"Very Well","12th Grade - no diploma","No","No","No"
"134",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"135",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"136",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"137",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"138",1,0,1,19,3,"Not Well","1 or more years of college credit, no degree","Yes","No","Yes"
"139",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"140",0,0,0,9,4,"Not at all","Grade 6","No","No","No"
"141",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"142",0,0,0,4,3,"Not Well","Grade 1","No","No","No"
"143",0,0,0,8,3,"Not Well","Grade 5","No","No","No"
"144",0,0,0,6,1,"Very Well","Grade 3","No","No","No"
"145",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"146",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"147",0,0,0,20,2,"Well","Associate's degree","No","No","No"
"148",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"149",0,0,1,21,4,"Not at all","Bachelor's degree","No","No","Yes"
"150",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"151",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"152",0,0,0,12,3,"Not Well","Grade 9","No","No","No"
"153",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"154",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"155",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"156",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"157",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"158",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"159",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"160",0,0,0,13,1,"Very Well","Grade 10","No","No","No"
"161",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"162",1,0,1,8,2,"Well","Grade 5","Yes","No","Yes"
"163",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"164",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"165",0,0,0,1,2,"Well","No Schooling Completed","No","No","No"
"166",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"167",0,0,1,21,3,"Not Well","Bachelor's degree","No","No","Yes"
"168",0,0,1,21,3,"Not Well","Bachelor's degree","No","No","Yes"
"169",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"170",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"171",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"172",1,1,1,1,2,"Well","No Schooling Completed","Yes","Yes","Yes"
"173",1,1,1,1,3,"Not Well","No Schooling Completed","Yes","Yes","Yes"
"174",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"175",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"176",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"177",0,0,0,20,2,"Well","Associate's degree","No","No","No"
"178",0,1,1,16,2,"Well","Regular high school diploma","No","Yes","Yes"
"179",0,1,1,14,2,"Well","Grade 11","No","Yes","Yes"
"180",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"181",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"182",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"183",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"184",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"185",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"186",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"187",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"188",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"189",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"190",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"191",1,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"192",0,0,1,23,3,"Not Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"193",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"194",0,0,0,15,3,"Not Well","12th Grade - no diploma","No","No","No"
"195",0,0,0,21,2,"Well","Bachelor's degree","No","No","No"
"196",0,0,0,18,1,"Very Well","Some college, but less than 1 year","No","No","No"
"197",0,0,0,18,1,"Very Well","Some college, but less than 1 year","No","No","No"
"198",0,0,0,9,1,"Very Well","Grade 6","No","No","No"
"199",0,0,0,7,1,"Very Well","Grade 4","No","No","No"
"200",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"201",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"202",1,0,1,19,3,"Not Well","1 or more years of college credit, no degree","Yes","No","Yes"
"203",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"204",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"205",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"206",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"207",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"208",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"209",1,0,1,20,3,"Not Well","Associate's degree","Yes","No","Yes"
"210",0,0,0,21,2,"Well","Bachelor's degree","No","No","No"
"211",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"212",0,0,1,8,3,"Not Well","Grade 5","No","No","Yes"
"213",0,0,1,6,3,"Not Well","Grade 3","No","No","Yes"
"214",1,0,1,9,3,"Not Well","Grade 6","Yes","No","Yes"
"215",1,1,1,16,4,"Not at all","Regular high school diploma","Yes","Yes","Yes"
"216",0,0,1,10,1,"Very Well","Grade 7","No","No","Yes"
"217",1,1,1,2,2,"Well","Nursery School or Pre-school","Yes","Yes","Yes"
"218",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"219",1,0,1,14,2,"Well","Grade 11","Yes","No","Yes"
"220",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"221",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"222",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"223",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"224",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"225",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"226",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"227",1,0,1,10,1,"Very Well","Grade 7","Yes","No","Yes"
"228",0,0,0,18,2,"Well","Some college, but less than 1 year","No","No","No"
"229",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"230",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"231",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"232",0,0,1,7,2,"Well","Grade 4","No","No","Yes"
"233",1,0,1,7,2,"Well","Grade 4","Yes","No","Yes"
"234",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"235",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"236",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"237",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"238",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"239",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"240",0,1,1,19,3,"Not Well","1 or more years of college credit, no degree","No","Yes","Yes"
"241",0,1,1,13,3,"Not Well","Grade 10","No","Yes","Yes"
"242",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"243",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"244",0,1,1,16,3,"Not Well","Regular high school diploma","No","Yes","Yes"
"245",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"246",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"247",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"248",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"249",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"250",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"251",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"252",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"253",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"254",0,1,1,15,2,"Well","12th Grade - no diploma","No","Yes","Yes"
"255",1,0,1,10,1,"Very Well","Grade 7","Yes","No","Yes"
"256",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"257",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"258",0,0,0,20,1,"Very Well","Associate's degree","No","No","No"
"259",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"260",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"261",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"262",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"263",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"264",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"265",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"266",0,0,0,18,2,"Well","Some college, but less than 1 year","No","No","No"
"267",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"268",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"269",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"270",1,1,1,18,1,"Very Well","Some college, but less than 1 year","Yes","Yes","Yes"
"271",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"272",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"273",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"274",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"275",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"276",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"277",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"278",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"279",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"280",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"281",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"282",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"283",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"284",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"285",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"286",0,1,1,16,2,"Well","Regular high school diploma","No","Yes","Yes"
"287",0,1,1,13,1,"Very Well","Grade 10","No","Yes","Yes"
"288",0,1,1,10,1,"Very Well","Grade 7","No","Yes","Yes"
"289",0,0,0,7,2,"Well","Grade 4","No","No","No"
"290",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"291",0,0,0,1,4,"Not at all","No Schooling Completed","No","No","No"
"292",0,0,0,11,1,"Very Well","Grade 8","No","No","No"
"293",0,0,1,6,2,"Well","Grade 3","No","No","Yes"
"294",0,0,1,5,1,"Very Well","Grade 2","No","No","Yes"
"295",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"296",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"297",1,0,1,9,2,"Well","Grade 6","Yes","No","Yes"
"298",0,0,0,12,3,"Not Well","Grade 9","No","No","No"
"299",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"300",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"301",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"302",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"303",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"304",0,1,1,23,2,"Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"305",0,0,0,22,2,"Well","Master's degree","No","No","No"
"306",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"307",0,0,0,18,1,"Very Well","Some college, but less than 1 year","No","No","No"
"308",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"309",0,1,1,24,1,"Very Well","Doctorate degree","No","Yes","Yes"
"310",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"311",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"312",0,1,1,13,2,"Well","Grade 10","No","Yes","Yes"
"313",1,0,1,15,1,"Very Well","12th Grade - no diploma","Yes","No","Yes"
"314",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"315",0,1,1,1,2,"Well","No Schooling Completed","No","Yes","Yes"
"316",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"317",1,0,1,15,1,"Very Well","12th Grade - no diploma","Yes","No","Yes"
"318",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"319",1,0,1,10,1,"Very Well","Grade 7","Yes","No","Yes"
"320",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"321",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"322",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"323",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"324",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"325",1,0,1,7,1,"Very Well","Grade 4","Yes","No","Yes"
"326",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"327",1,0,1,9,4,"Not at all","Grade 6","Yes","No","Yes"
"328",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"329",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"330",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"331",0,0,0,12,2,"Well","Grade 9","No","No","No"
"332",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"333",0,0,0,4,1,"Very Well","Grade 1","No","No","No"
"334",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"335",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"336",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"337",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"338",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"339",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"340",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"341",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"342",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"343",0,0,0,22,3,"Not Well","Master's degree","No","No","No"
"344",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"345",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"346",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"347",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"348",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"349",1,0,1,14,3,"Not Well","Grade 11","Yes","No","Yes"
"350",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"351",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"352",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"353",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"354",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"355",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"356",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"357",1,1,1,4,2,"Well","Grade 1","Yes","Yes","Yes"
"358",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"359",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"360",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"361",1,0,1,15,1,"Very Well","12th Grade - no diploma","Yes","No","Yes"
"362",0,1,1,20,1,"Very Well","Associate's degree","No","Yes","Yes"
"363",0,1,1,21,3,"Not Well","Bachelor's degree","No","Yes","Yes"
"364",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"365",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"366",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"367",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"368",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"369",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"370",0,0,1,4,1,"Very Well","Grade 1","No","No","Yes"
"371",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
