"","HINS1","HINS2","HICOV","SCHL","ENG","English","Education","Work_Insurance","Private_Insurance","Health_Insurance_Covered"
"13510",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"13511",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"13512",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"13513",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"13514",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"13515",0,0,1,19,3,"Not Well","1 or more years of college credit, no degree","No","No","Yes"
"13516",0,0,0,9,3,"Not Well","Grade 6","No","No","No"
"13517",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"13518",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13519",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13520",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13521",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"13522",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13523",0,0,1,19,3,"Not Well","1 or more years of college credit, no degree","No","No","Yes"
"13524",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"13525",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13526",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13527",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"13528",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13529",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13530",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13531",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13532",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13533",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"13534",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"13535",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"13536",0,0,1,5,2,"Well","Grade 2","No","No","Yes"
"13537",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"13538",1,1,1,20,1,"Very Well","Associate's degree","Yes","Yes","Yes"
"13539",0,1,1,9,1,"Very Well","Grade 6","No","Yes","Yes"
"13540",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"13541",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13542",0,0,0,12,4,"Not at all","Grade 9","No","No","No"
"13543",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13544",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13545",1,0,1,18,2,"Well","Some college, but less than 1 year","Yes","No","Yes"
"13546",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13547",1,0,1,13,2,"Well","Grade 10","Yes","No","Yes"
"13548",1,0,1,11,2,"Well","Grade 8","Yes","No","Yes"
"13549",0,0,1,7,4,"Not at all","Grade 4","No","No","Yes"
"13550",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"13551",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13552",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"13553",0,1,1,20,1,"Very Well","Associate's degree","No","Yes","Yes"
"13554",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"13555",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"13556",0,0,0,12,1,"Very Well","Grade 9","No","No","No"
"13557",0,0,0,9,1,"Very Well","Grade 6","No","No","No"
"13558",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13559",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13560",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"13561",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"13562",0,0,1,18,3,"Not Well","Some college, but less than 1 year","No","No","Yes"
"13563",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"13564",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13565",1,0,1,24,3,"Not Well","Doctorate degree","Yes","No","Yes"
"13566",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13567",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"13568",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13569",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13570",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13571",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"13572",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"13573",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"13574",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13575",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13576",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"13577",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"13578",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"13579",0,0,0,16,3,"Not Well","Regular high school diploma","No","No","No"
"13580",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"13581",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"13582",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"13583",1,1,1,24,1,"Very Well","Doctorate degree","Yes","Yes","Yes"
"13584",1,1,1,2,2,"Well","Nursery School or Pre-school","Yes","Yes","Yes"
"13585",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13586",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13587",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13588",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13589",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13590",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"13591",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13592",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13593",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13594",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"13595",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13596",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"13597",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13598",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13599",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13600",0,0,0,13,2,"Well","Grade 10","No","No","No"
"13601",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"13602",0,0,0,8,3,"Not Well","Grade 5","No","No","No"
"13603",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"13604",0,1,1,9,2,"Well","Grade 6","No","Yes","Yes"
"13605",1,0,1,5,3,"Not Well","Grade 2","Yes","No","Yes"
"13606",0,1,1,11,1,"Very Well","Grade 8","No","Yes","Yes"
"13607",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13608",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13609",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"13610",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"13611",0,0,1,18,2,"Well","Some college, but less than 1 year","No","No","Yes"
"13612",0,0,1,12,2,"Well","Grade 9","No","No","Yes"
"13613",0,0,1,10,1,"Very Well","Grade 7","No","No","Yes"
"13614",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13615",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13616",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
"13617",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"13618",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"13619",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"13620",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"13621",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13622",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"13623",0,1,1,3,2,"Well","Kindergarten","No","Yes","Yes"
"13624",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"13625",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"13626",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"13627",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"13628",0,0,1,24,2,"Well","Doctorate degree","No","No","Yes"
"13629",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13630",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13631",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"13632",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"13633",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"13634",0,0,0,18,1,"Very Well","Some college, but less than 1 year","No","No","No"
"13635",0,0,1,8,3,"Not Well","Grade 5","No","No","Yes"
"13636",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"13637",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13638",0,0,0,21,2,"Well","Bachelor's degree","No","No","No"
"13639",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"13640",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"13641",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13642",1,0,1,16,4,"Not at all","Regular high school diploma","Yes","No","Yes"
"13643",1,0,1,18,4,"Not at all","Some college, but less than 1 year","Yes","No","Yes"
"13644",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13645",0,0,0,14,1,"Very Well","Grade 11","No","No","No"
"13646",0,0,0,14,1,"Very Well","Grade 11","No","No","No"
"13647",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"13648",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"13649",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13650",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13651",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"13652",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"13653",1,0,1,24,3,"Not Well","Doctorate degree","Yes","No","Yes"
"13654",1,0,1,3,3,"Not Well","Kindergarten","Yes","No","Yes"
"13655",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13656",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13657",1,1,1,21,4,"Not at all","Bachelor's degree","Yes","Yes","Yes"
"13658",0,1,1,20,4,"Not at all","Associate's degree","No","Yes","Yes"
"13659",0,1,1,16,2,"Well","Regular high school diploma","No","Yes","Yes"
"13660",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13661",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13662",0,0,1,1,2,"Well","No Schooling Completed","No","No","Yes"
"13663",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13664",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13665",0,1,1,15,1,"Very Well","12th Grade - no diploma","No","Yes","Yes"
"13666",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"13667",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13668",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13669",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"13670",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13671",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13672",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13673",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13674",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13675",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13676",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"13677",0,1,1,1,2,"Well","No Schooling Completed","No","Yes","Yes"
"13678",0,1,1,18,2,"Well","Some college, but less than 1 year","No","Yes","Yes"
"13679",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"13680",0,0,1,16,4,"Not at all","Regular high school diploma","No","No","Yes"
"13681",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13682",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"13683",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13684",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13685",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"13686",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"13687",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13688",0,0,1,1,4,"Not at all","No Schooling Completed","No","No","Yes"
"13689",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"13690",0,0,0,17,2,"Well","GED or alternative credential","No","No","No"
"13691",0,0,0,17,2,"Well","GED or alternative credential","No","No","No"
"13692",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"13693",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13694",0,0,1,22,2,"Well","Master's degree","No","No","Yes"
"13695",0,0,0,24,2,"Well","Doctorate degree","No","No","No"
"13696",0,0,1,17,3,"Not Well","GED or alternative credential","No","No","Yes"
"13697",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13698",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"13699",0,0,1,11,3,"Not Well","Grade 8","No","No","Yes"
"13700",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13701",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"13702",0,0,1,11,2,"Well","Grade 8","No","No","Yes"
"13703",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13704",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13705",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13706",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13707",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"13708",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"13709",0,0,1,13,1,"Very Well","Grade 10","No","No","Yes"
"13710",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13711",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13712",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"13713",0,0,0,15,3,"Not Well","12th Grade - no diploma","No","No","No"
"13714",0,0,1,15,3,"Not Well","12th Grade - no diploma","No","No","Yes"
"13715",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13716",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"13717",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13718",0,0,0,17,1,"Very Well","GED or alternative credential","No","No","No"
"13719",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13720",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13721",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13722",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13723",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"13724",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"13725",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13726",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"13727",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13728",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13729",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13730",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"13731",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13732",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13733",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13734",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13735",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"13736",0,1,1,20,3,"Not Well","Associate's degree","No","Yes","Yes"
"13737",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13738",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"13739",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13740",1,0,1,12,1,"Very Well","Grade 9","Yes","No","Yes"
"13741",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13742",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13743",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13744",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13745",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13746",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"13747",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"13748",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13749",1,0,1,20,2,"Well","Associate's degree","Yes","No","Yes"
"13750",0,0,0,20,2,"Well","Associate's degree","No","No","No"
"13751",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"13752",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"13753",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"13754",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"13755",0,0,1,20,2,"Well","Associate's degree","No","No","Yes"
"13756",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13757",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"13758",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"13759",0,0,0,5,2,"Well","Grade 2","No","No","No"
"13760",0,0,0,5,2,"Well","Grade 2","No","No","No"
"13761",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"13762",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13763",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13764",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13765",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13766",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13767",0,0,1,9,3,"Not Well","Grade 6","No","No","Yes"
"13768",0,0,1,9,3,"Not Well","Grade 6","No","No","Yes"
"13769",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"13770",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"13771",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"13772",1,0,1,20,2,"Well","Associate's degree","Yes","No","Yes"
"13773",0,1,1,12,3,"Not Well","Grade 9","No","Yes","Yes"
"13774",0,1,1,10,2,"Well","Grade 7","No","Yes","Yes"
"13775",0,1,1,21,3,"Not Well","Bachelor's degree","No","Yes","Yes"
"13776",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13777",1,0,1,15,1,"Very Well","12th Grade - no diploma","Yes","No","Yes"
"13778",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"13779",0,0,1,11,1,"Very Well","Grade 8","No","No","Yes"
"13780",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"13781",0,0,0,16,4,"Not at all","Regular high school diploma","No","No","No"
"13782",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"13783",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"13784",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13785",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13786",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13787",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"13788",0,0,0,9,4,"Not at all","Grade 6","No","No","No"
"13789",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13790",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13791",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13792",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"13793",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13794",1,0,1,22,3,"Not Well","Master's degree","Yes","No","Yes"
"13795",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13796",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13797",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13798",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"13799",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13800",1,0,1,12,2,"Well","Grade 9","Yes","No","Yes"
"13801",0,0,0,12,3,"Not Well","Grade 9","No","No","No"
"13802",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"13803",0,0,1,4,1,"Very Well","Grade 1","No","No","Yes"
"13804",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"13805",0,0,0,22,4,"Not at all","Master's degree","No","No","No"
"13806",1,0,1,11,3,"Not Well","Grade 8","Yes","No","Yes"
"13807",0,0,0,11,3,"Not Well","Grade 8","No","No","No"
"13808",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13809",1,0,1,20,3,"Not Well","Associate's degree","Yes","No","Yes"
"13810",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13811",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13812",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"13813",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"13814",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"13815",0,0,0,19,1,"Very Well","1 or more years of college credit, no degree","No","No","No"
"13816",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13817",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13818",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"13819",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"13820",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"13821",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"13822",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13823",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"13824",0,0,1,22,2,"Well","Master's degree","No","No","Yes"
"13825",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"13826",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13827",1,0,1,12,2,"Well","Grade 9","Yes","No","Yes"
"13828",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"13829",0,0,0,8,3,"Not Well","Grade 5","No","No","No"
"13830",0,0,1,4,1,"Very Well","Grade 1","No","No","Yes"
"13831",0,0,0,8,3,"Not Well","Grade 5","No","No","No"
"13832",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"13833",1,0,1,18,2,"Well","Some college, but less than 1 year","Yes","No","Yes"
"13834",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"13835",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"13836",0,0,1,10,3,"Not Well","Grade 7","No","No","Yes"
"13837",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13838",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13839",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"13840",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13841",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"13842",0,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"13843",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13844",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"13845",0,1,1,1,1,"Very Well","No Schooling Completed","No","Yes","Yes"
"13846",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13847",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13848",0,0,0,16,1,"Very Well","Regular high school diploma","No","No","No"
"13849",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13850",0,1,1,16,2,"Well","Regular high school diploma","No","Yes","Yes"
"13851",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13852",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13853",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"13854",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"13855",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13856",0,1,1,1,1,"Very Well","No Schooling Completed","No","Yes","Yes"
"13857",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"13858",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"13859",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"13860",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"13861",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"13862",0,0,0,18,2,"Well","Some college, but less than 1 year","No","No","No"
"13863",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"13864",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13865",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"13866",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"13867",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"13868",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"13869",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"13870",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"13871",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"13872",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
